ID,temperature_2m_°C,relative_humidity_2m_%,dew_point_2m_°C,apparent_temperature_°C,precipitation_mm,pressure_msl_hPa,surface_pressure_hPa,cloud_cover_%,cloud_cover_low_%,cloud_cover_mid_%,cloud_cover_high_%,vapour_pressure_deficit_kPa,wind_speed_10m_km/h,wind_speed_100m_km/h,wind_direction_10m_°,wind_direction_100m_°,wind_gusts_10m_km/h,soil_temperature_0_to_7cm_°C,soil_temperature_7_to_28cm_°C,soil_temperature_28_to_100cm_°C,soil_temperature_100_to_255cm_°C,soil_moisture_0_to_7cm_m/m,soil_moisture_7_to_28cm_m/m,soil_moisture_28_to_100cm_m/m,soil_moisture_100_to_255cm_m/m,shortwave_radiation_W/m,direct_radiation_W/m,diffuse_radiation_W/m,direct_normal_irradiance_W/m,global_tilted_irradiance_W/m,terrestrial_radiation_W/m,is_day_,sunshine_duration_s,electricity_shutdown,hour,day,month,year,day_of_week
6136,27.5,78.0,23.3,31.8,1.9,1011.3,987.5,97.0,100.0,8.0,6,0.81,10.1,12.3,74.0,175.0,22.3,28.8,26.0,24.9,24.9,0.268,0.269,0.225,0.256,532,361,171,514.3,532,915.6500000000001,1,3600.0,0.0,15,13,9,2022,1
6137,24.2,89.0,22.3,28.0,2.8,1012.2,987.9,100.0,75.0,26.0,53,0.32,9.2,11.1,21.0,25.0,22.15,27.5,26.2,24.9,24.9,0.299,0.27,0.225,0.256,227,73,154,145.8,227,676.6,1,2573.44,0.0,16,13,9,2022,1
6138,24.5,85.0,21.8,28.6,1.45,1012.4,988.3,52.0,50.0,32.0,10,0.46,6.949999999999999,4.9,21.0,36.0,22.0,26.3,26.2,25.0,24.9,0.295,0.271,0.225,0.256,130,56,74,211.4,130,357.9,1,3600.0,0.0,17,13,9,2022,1
6139,23.8,90.0,22.2,28.4,0.1,1013.2,989.1,26.0,25.0,4.0,2,0.31,4.7,4.5,351.0,346.0,14.8,25.4,26.1,25.0,24.9,0.292,0.271,0.225,0.256,14,4,10,37.7,14,84.5,0,0.0,0.0,18,13,9,2022,1
6140,23.1,89.0,21.2,27.0,0.1,1014.3,990.1,37.0,31.0,15.0,0,0.31,3.6,5.4,354.0,307.0,7.6,25.4,25.7,25.0,24.9,0.322,0.314,0.228,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,19,13,9,2022,1
6141,22.4,92.0,21.1,26.3,0.06666666666666668,1015.5,991.2,58.0,21.0,15.0,99,0.275,4.0,3.1,355.0,291.0,6.8,24.4,25.6,25.0,24.9,0.317,0.313,0.228,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,20,13,9,2022,1
6142,22.2,91.0,20.7,25.8,0.03333333333333334,1015.9,991.6,50.5,16.5,2.0,95,0.24,4.4,2.3,357.5,288.0,5.8,23.8,25.5,25.0,24.9,0.313,0.312,0.229,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,21,13,9,2022,1
6143,22.5,91.0,20.0,24.8,0.0,1016.2,991.8,43.0,12.0,3.0,100,0.22,3.6,0.5,360.0,315.0,4.7,23.1,25.3,25.0,24.9,0.309,0.311,0.23,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,22,13,9,2022,1
6144,22.799999999999997,88.0,19.7,25.2,0.0,1015.8,991.4,41.0,10.0,4.0,100,0.32,2.7,2.5,23.0,82.0,4.7,22.6,25.1,25.0,24.9,0.306,0.31,0.23,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,23,13,9,2022,1
6145,23.099999999999998,80.0,20.1,27.5,0.0,1015.6,991.4,58.0,11.0,7.0,100,0.58,0.8,2.4,27.0,117.0,3.6,22.3,24.8,25.0,24.9,0.304,0.309,0.2305,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,0,14,9,2022,2
6146,23.4,82.0,20.1,27.2,0.0,1015.1,991.0,75.0,52.0,5.0,87,0.52,1.1,0.8,360.0,90.0,1.8,22.0,24.6,25.0,24.9,0.301,0.307,0.231,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,1,14,9,2022,2
6147,22.75,85.0,19.9,26.1,0.0,1014.9,990.6,93.0,74.0,3.0,81,0.42,1.8,1.6,11.0,63.0,2.5,21.8,24.4,25.0,24.9,0.299,0.306,0.232,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,2,14,9,2022,2
6148,22.1,87.0,19.8,25.5,0.0,1014.4,990.1,30.0,46.5,2.0,27,0.36,2.6,2.9,34.0,83.0,3.2,21.7,24.2,25.0,24.9,0.297,0.305,0.2325,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,3,14,9,2022,2
6149,21.5,86.0,19.5,24.7,0.0,1014.4,990.1,35.0,19.0,1.0,30,0.3,2.75,3.6,41.0,90.0,4.0,21.4,23.9,25.0,24.9,0.296,0.304,0.233,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,4,14,9,2022,2
6150,21.95,85.0,20.2,26.4,0.0,1014.4,990.2,40.0,13.0,0.0,94,0.42,2.9,3.9,60.0,112.0,4.3,21.1,23.7,25.0,24.9,0.294,0.303,0.233,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,5,14,9,2022,2
6151,22.4,87.0,20.2,26.1,0.0,1014.8,990.5,36.0,23.0,0.0,97,0.34,2.0,3.5,45.0,118.0,4.0,21.1,23.5,24.9,24.9,0.293,0.302,0.234,0.256,9,3,6,34.2,9,59.7,1,0.0,0.0,6,14,9,2022,2
6152,24.0,86.0,21.5,28.5,0.0,1015.2,991.0,32.0,6.0,0.0,88,0.41,0.8,1.3,243.0,124.0,7.9,22.4,23.5,24.9,24.9,0.294,0.302,0.234,0.256,149,89,60,387.6,149,310.3,1,3600.0,0.0,7,14,9,2022,2
6153,25.3,84.0,22.4,30.1,0.0,1015.8,991.7,27.0,8.0,1.0,41,0.52,4.1000000000000005,2.5,188.0,172.0,11.5,24.3,23.5,24.9,24.9,0.292,0.301,0.235,0.256,399,313,86,666.9,399,634.4,1,3600.0,0.0,8,14,9,2022,2
6154,26.6,78.0,22.4,30.9,0.2,1015.7,991.7,39.0,10.0,9.0,25,0.78,7.4,9.4,141.0,159.0,19.1,25.8,23.7,24.9,24.9,0.29,0.299,0.235,0.256,588,466,122,688.8,588,914.6,1,3600.0,0.0,9,14,9,2022,2
6155,27.6,75.0,22.9,33.0,0.1,1015.4,991.5,23.0,12.0,19.0,3,0.8825000000000001,8.6,10.9,151.5,146.0,22.0,27.1,24.0,24.9,24.9,0.289,0.298,0.235,0.256,752,585,167,698.8,752,1131.6,1,3600.0,0.0,10,14,9,2022,2
6156,28.200000000000003,74.0,23.1,34.2,0.0,1014.8,991.0,20.0,14.0,12.0,2,0.985,8.3,10.4,162.0,160.0,22.3,28.1,24.3,24.9,24.9,0.285,0.296,0.235,0.256,812,625,187,664.9,812,1270.7,1,3600.0,0.0,11,14,9,2022,2
6157,28.8,70.0,22.7,34.5,0.0,1013.8,990.1,19.0,14.0,10.5,0,1.0875,9.5,11.4,169.0,167.0,24.1,28.9,24.7,24.9,24.9,0.281,0.294,0.2355,0.256,841,645,196,659.3,841,1322.5,1,3600.0,0.0,12,14,9,2022,2
6158,28.8,70.0,22.7,34.0,0.0,1012.9,989.2,22.0,14.0,9.0,0,1.19,11.3,13.9,173.0,164.0,25.6,29.3,25.1,24.9,24.9,0.278,0.292,0.236,0.256,810,576,234,606.7,810,1283.4,1,3600.0,0.0,13,14,9,2022,2
6159,28.5,68.0,22.3,33.1,0.0,1012.1,988.4,28.0,14.0,19.0,2,1.27,10.5,13.3,164.0,161.0,25.6,29.3,25.4,24.9,24.9,0.275,0.29,0.236,0.256,670,473,197,553.2,670,1156.0,1,3600.0,0.0,14,14,9,2022,2
6160,28.2,68.0,21.8,31.3,0.0,1011.6,987.9,25.0,14.0,21.0,0,1.21,11.6,15.3,164.0,161.0,23.8,28.9,25.7,24.9,24.9,0.273,0.288,0.236,0.256,494,298,196,424.5,494,949.1,1,3600.0,0.0,15,14,9,2022,2
6161,27.6,69.0,21.5,30.5,0.1,1011.7,987.9,22.0,12.0,12.0,12,1.13,12.4,17.2,172.0,169.0,24.5,28.3,25.9,24.9,24.9,0.271,0.287,0.236,0.256,363,247,116,493.5,363,676.7,1,3600.0,0.0,16,14,9,2022,2
6162,25.8,80.0,22.0,29.2,0.05,1012.4,988.4,40.5,34.0,16.0,51,0.67,9.45,18.1,170.0,167.0,23.8,27.3,26.1,24.9,24.9,0.271,0.286,0.236,0.256,150,87,63,329.1,150,357.4,1,3600.0,0.0,17,14,9,2022,2
6163,25.450000000000003,83.0,21.6,28.4,0.0,1013.2,989.1,59.0,40.0,6.0,65,0.53,6.5,15.3,161.0,156.0,18.733333333333334,26.3,26.1,24.9,24.9,0.271,0.285,0.236,0.256,14,5,9,47.3,14,84.1,0,0.0,0.0,18,14,9,2022,2
6164,25.1,81.0,21.7,29.2,0.0,1014.3,990.2,52.0,35.5,7.5,50,0.59,4.1,7.6,135.0,155.0,13.666666666666666,26.2,25.7,24.9,24.9,0.278,0.284,0.237,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,19,14,9,2022,2
6165,24.3,91.0,21.9,27.5,0.0,1015.3,991.1,62.0,31.0,9.0,95,0.26,6.2,8.7,125.0,128.0,8.6,25.2,25.7,24.9,24.9,0.278,0.283,0.237,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,20,14,9,2022,2
6166,23.5,89.0,21.6,27.4,0.0,1015.7,991.5,64.0,37.0,8.0,90,0.32,6.0,8.3,115.0,124.0,7.9,24.6,25.6,24.9,24.9,0.277,0.283,0.237,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,21,14,9,2022,2
6167,24.3,84.0,21.3,28.2,0.0,1015.9,991.7,65.0,37.5,7.0,92,0.5,5.4,6.9,129.0,129.0,7.2,24.1,25.5,24.9,24.9,0.276,0.283,0.237,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,22,14,9,2022,2
6168,24.0,85.0,21.3,27.8,0.0,1015.5,991.3,67.5,38.0,6.0,100,0.45,4.8,7.9,117.0,120.0,6.85,23.6,25.3,24.9,24.9,0.276,0.282,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,23,14,9,2022,2
6169,23.7,86.0,21.2,27.6,0.0,1015.0,990.75,70.0,38.0,9.0,100,0.4,4.1,6.2,135.0,126.0,6.5,23.2,25.2,24.9,24.9,0.275,0.282,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,0,15,9,2022,3
6170,23.4,87.0,21.2,27.4,0.0,1014.4,990.2,71.0,44.0,2.0,100,0.345,4.1,4.6,159.0,129.0,5.4,22.9,25.0,24.9,24.9,0.274,0.281,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,1,15,9,2022,3
6171,22.85,90.0,21.1,26.8,0.0,1014.0,989.8,100.0,100.0,2.0,100,0.29,4.1,5.9,142.0,128.0,5.8,22.6,24.8,24.9,24.9,0.274,0.281,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,2,15,9,2022,3
6172,22.3,92.0,20.9,26.1,0.0,1013.8,989.5,100.0,100.0,2.0,100,0.22,3.7,6.3,61.0,103.0,5.0,22.5,24.6,24.9,24.9,0.273,0.28,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,3,15,9,2022,3
6173,22.6,90.0,21.0,26.7,0.0,1013.8,989.65,100.0,100.0,1.0,100,0.29,2.9,5.4,30.0,90.0,4.7,22.3,24.4,24.9,24.9,0.273,0.28,0.2385,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,4,15,9,2022,3
6174,22.9,89.0,20.9,26.9,0.0,1014.0,989.8,100.0,100.0,0.5,91,0.32,2.9,5.2,120.0,106.0,4.3,22.4,24.3,24.9,24.9,0.272,0.279,0.239,0.256,0,0,0,0.0,0,30.75,0,0.0,0.0,5,15,9,2022,3
6175,23.299999999999997,89.5,21.0,26.9,0.03333333333333333,1014.3,990.1,90.0,91.0,0.0,0,0.29,1.5,5.1,45.0,94.0,8.1,22.4,24.1,24.9,24.9,0.272,0.279,0.239,0.256,7,1,6,11.2,7,61.5,1,0.0,0.0,6,15,9,2022,3
6176,23.7,90.0,21.9,27.9,0.06666666666666667,1014.5,990.3000000000001,92.33333333333333,82.0,1.0,2,0.32999999999999996,4.3,5.4,132.0,127.0,11.9,22.9,24.0,24.9,24.9,0.272,0.278,0.238,0.256,117,50,67,215.4,117,313.9,1,3600.0,0.0,7,15,9,2022,3
6177,24.5,88.0,22.3,28.6,0.1,1014.9,990.5,94.66666666666667,100.0,4.0,12,0.37,5.566666666666666,8.9,150.0,148.0,18.0,24.1,24.0,24.9,24.9,0.272,0.277,0.238,0.256,287,128,159,271.3,287,638.1,1,3600.0,0.0,8,15,9,2022,3
6178,25.3,83.0,22.5,29.6,0.0,1014.7,990.7,97.0,100.0,10.0,4,0.55,6.833333333333333,11.0,152.0,148.0,21.2,25.2,24.0,24.9,24.9,0.271,0.277,0.238,0.256,439,231,208,340.3,439,918.1,1,3600.0,0.0,9,15,9,2022,3
6179,26.1,80.0,22.3,30.1,0.2333333333333333,1014.4,990.4,98.0,100.0,9.0,10,0.69,8.1,10.2,157.33333333333334,157.0,21.6,25.8,24.2,24.9,24.9,0.269,0.276,0.238,0.256,390,91,299,108.4,390,1134.9,1,1453.45,0.0,10,15,9,2022,3
6180,25.853846153846156,75.0,22.3,30.8,0.4666666666666666,1013.3,989.65,97.25,100.0,14.0,0,0.83,9.9,12.2,162.66666666666666,166.0,23.4,26.7,24.4,24.9,24.9,0.268,0.275,0.238,0.256,525,225,300,238.9,525,1273.7,1,3600.0,0.0,11,15,9,2022,3
6181,25.607692307692307,73.0,21.8,30.4,0.7,1012.6,988.9,96.5,100.0,53.0,0,0.97,13.6,17.5,168.0,166.0,29.5,27.2,24.6,24.9,24.9,0.27,0.274,0.238,0.256,629,256,373,261.3,629,1325.0,1,3600.0,0.0,12,15,9,2022,3
6182,25.361538461538462,78.0,22.6,30.7,0.5,1012.1,988.15,95.75,100.0,31.0,0,0.75,10.1,12.9,163.0,162.0,29.2,27.3,24.8,24.9,24.9,0.272,0.273,0.238,0.256,583,332,251,349.4,583,1285.3,1,3600.0,0.0,13,15,9,2022,3
6183,25.115384615384617,72.0,22.1,31.1,0.1,1011.2,987.4,95.0,100.0,65.5,0,0.7150000000000001,14.8,18.8,166.0,163.0,31.0,27.9,25.1,24.9,24.9,0.271,0.272,0.238,0.256,691,463,228,541.2,691,1157.3,1,3600.0,0.0,14,15,9,2022,3
6184,24.869230769230768,79.0,21.9,28.6,1.0,1011.1,987.2,100.0,100.0,100.0,38,0.68,13.8,19.2,141.0,142.0,34.2,27.1,25.3,24.9,24.9,0.277,0.272,0.238,0.256,345,105,240,149.6,345,949.7,1,2686.54,0.0,15,15,9,2022,3
6185,24.623076923076923,84.0,22.6,29.2,1.4,1010.7,986.8,100.0,100.0,16.0,14,0.52,10.9,15.1,163.0,162.0,29.0,26.3,25.4,24.9,24.9,0.289,0.272,0.238,0.256,275,101,174,201.9,275,676.8,1,3600.0,0.0,16,15,9,2022,3
6186,24.376923076923077,88.0,22.6,28.2,3.1,1011.0,987.0,95.66666666666667,100.0,29.5,78,0.39,12.7,20.3,155.0,155.0,23.8,25.6,25.4,24.9,24.9,0.327,0.273,0.238,0.256,114,44,70,166.7,114,380.29999999999995,1,3202.07,0.0,17,15,9,2022,3
6187,24.130769230769232,92.0,22.1,27.7,4.8,1012.0,987.9,91.33333333333333,93.0,43.0,11,0.24,5.2,13.0,115.0,129.0,21.6,24.7,25.4,24.9,24.9,0.348,0.287,0.238,0.256,12,3,9,28.5,12,83.8,0,0.0,0.0,18,15,9,2022,3
6188,23.884615384615383,89.0,22.2,28.2,0.2,1012.6,988.5,87.0,80.0,41.0,7,0.32,6.1,14.3,152.0,152.0,10.4,24.5,25.2,24.9,24.9,0.293,0.272,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,19,15,9,2022,3
6189,23.638461538461538,91.0,22.0,27.7,0.7,1013.1,989.0,100.0,92.0,39.0,30,0.27,6.1,13.3,136.66666666666666,128.0,11.5,24.0,25.1,24.9,24.9,0.298,0.273,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,20,15,9,2022,3
6190,23.392307692307693,92.0,22.0,27.7,0.2,1013.4,989.2,100.0,100.0,24.0,99,0.24,4.6,11.3,121.33333333333333,121.0,11.2,23.7,25.0,24.9,24.9,0.297,0.274,0.238,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,21,15,9,2022,3
6191,23.146153846153844,92.0,21.7,27.2,0.1,1013.8,989.6,98.0,100.0,23.0,99,0.24,4.65,12.6,106.0,114.0,9.4,23.4,24.9,24.9,24.9,0.293,0.275,0.2385,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,22,15,9,2022,3
6192,22.9,93.0,21.7,27.0,0.0,1013.6,989.4,99.0,100.0,20.0,100,0.2,4.7,11.6,94.0,120.0,9.0,23.2,24.7,24.9,24.9,0.29,0.275,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,23,15,9,2022,3
6193,22.5,94.0,21.6,26.5,0.0,1013.0,988.8,100.0,100.0,12.0,100,0.15,5.4,9.8,110.0,126.0,8.3,23.1,24.6,24.9,24.9,0.288,0.276,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,0,16,9,2022,4
6194,22.7,93.0,21.5,26.7,0.1,1012.4,988.2,100.0,100.0,14.0,100,0.19,4.7,11.2,122.0,130.0,8.6,23.0,24.5,24.9,24.9,0.286,0.276,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,1,16,9,2022,4
6195,22.0,96.0,21.3,25.8,0.1,1012.0,987.8,100.0,100.0,13.0,100,0.155,5.2,10.0,115.0,128.0,8.1,22.8,24.4,24.9,24.9,0.285,0.276,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,2,16,9,2022,4
6196,22.1,96.0,21.4,25.9,0.0,1011.9,987.7,100.0,100.0,1.0,98,0.12,5.4,8.4,127.0,130.0,7.6,22.6,24.2,24.9,24.9,0.284,0.276,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,3,16,9,2022,4
6197,22.4,96.0,21.7,26.8,0.0,1012.0,987.8,100.0,100.0,1.0,100,0.11,3.1,8.2,135.0,131.0,6.5,22.7,24.1,24.9,24.9,0.283,0.276,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,4,16,9,2022,4
6198,22.3,97.0,21.8,26.6,0.0,1012.6,988.4,100.0,100.0,1.0,100,0.09,3.7,6.6,151.0,135.0,5.0,22.7,24.0,24.9,24.9,0.281,0.276,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,5,16,9,2022,4
6199,22.6,94.0,21.6,26.9,0.0,1013.1,988.9,100.0,100.0,3.0,100,0.16,3.4,7.9,161.0,150.0,6.5,22.7,23.9,24.9,24.9,0.28,0.276,0.239,0.256,6,1,5,11.1,6,63.2,1,0.0,0.0,6,16,9,2022,4
6200,23.200000000000003,95.0,22.3,27.9,0.0,1013.9,989.7,96.0,72.66666666666667,4.0,100,0.13,2.2,3.7,171.0,169.0,10.8,23.0,23.9,24.9,24.9,0.273,0.271,0.239,0.256,95,46,49,196.1,95,317.4,1,3600.0,0.0,7,16,9,2022,4
6201,23.8,92.0,22.4,28.1,0.3,1014.3,990.1,92.0,45.333333333333336,20.0,100,0.24,5.8,7.6,158.0,155.0,15.8,24.3,23.9,24.8,24.9,0.274,0.271,0.239,0.256,284,115,169,242.5,284,641.7,1,3600.0,0.0,8,16,9,2022,4
6202,25.0,86.0,22.5,29.4,0.5,1014.4,990.3,57.0,18.0,18.0,100,0.45,5.8,7.6,186.0,175.0,17.6,25.5,24.1,24.8,24.9,0.277,0.271,0.239,0.256,508,346,162,508.0,508,921.6,1,3600.0,0.0,9,16,9,2022,4
6203,26.2,82.0,23.1,32.0,0.1,1013.7,989.55,31.0,7.0,18.0,33,0.62,7.8,9.4,214.0,193.0,21.2,27.0,24.3,24.8,24.9,0.275,0.271,0.239,0.256,744,583,161,693.2,744,1138.2,1,3600.0,0.0,10,16,9,2022,4
6204,27.4,78.0,23.2,33.9,0.0,1012.6,988.8,46.0,13.0,18.0,79,0.8,5.5,6.3,212.0,211.0,21.2,28.1,24.6,24.8,24.9,0.272,0.27,0.239,0.256,814,583,231,618.0,814,1276.6,1,3600.0,0.0,11,16,9,2022,4
6205,28.5,73.0,23.1,34.5,0.0,1011.4,987.7,55.0,7.0,9.0,74,1.06,8.2,9.8,203.0,204.0,21.6,29.0,24.9,24.8,24.9,0.268,0.268,0.239,0.256,836,591,245,602.5,836,1327.4,1,3600.0,0.0,12,16,9,2022,4
6206,28.5,70.0,22.5,33.4,0.5,1010.4,986.9000000000001,64.0,22.0,25.0,98,1.17,9.35,14.1,185.0,184.0,26.6,29.3,25.3,24.8,24.9,0.268,0.267,0.2385,0.256,777,542,235,569.9,777,1287.1,1,3600.0,0.0,13,16,9,2022,4
6207,27.35,75.0,22.6,31.5,0.8,1009.9,986.1,82.0,52.0,41.0,99,0.91,10.5,14.3,166.0,170.0,28.8,28.8,25.6,24.8,24.9,0.272,0.267,0.238,0.256,624,274,350,320.1,624,1158.5,1,3600.0,0.0,14,16,9,2022,4
6208,26.2,78.0,22.2,29.7,5.7,1010.1,986.2,100.0,82.0,28.5,62,0.73,10.7,13.8,147.0,147.0,23.8,28.0,25.8,24.8,24.9,0.342,0.267,0.238,0.256,453,269,184,383.1,453,950.3,1,3600.0,0.0,15,16,9,2022,4
6209,26.2,81.0,22.6,30.1,0.9,1009.9,986.0,100.0,100.0,16.0,95,0.65,8.8,11.9,152.0,151.0,22.3,27.1,25.9,24.9,24.9,0.328,0.275,0.2385,0.256,289,159,130,318.0,289,676.8,1,3600.0,0.0,16,16,9,2022,4
6210,24.3,91.0,22.7,28.6,1.2,1010.5,986.5,100.0,64.0,56.0,100,0.465,6.9,11.4,62.0,79.0,19.4,25.9,25.9,24.9,24.9,0.326,0.28,0.239,0.256,71,12,59,45.6,71,356.5,1,0.0,0.0,17,16,9,2022,4
6211,24.2,91.0,22.6,28.9,0.6,1010.9,986.9,100.0,100.0,21.0,100,0.28,4.0,10.0,85.0,111.0,11.9,25.1,25.8,24.9,24.9,0.321,0.283,0.239,0.256,9,1,8,9.5,9,83.4,0,0.0,0.0,18,16,9,2022,4
6212,24.0,88.0,21.9,28.1,0.3,1011.5,987.4,58.0,53.0,17.0,100,0.36,4.2,13.6,135.0,143.0,10.4,26.2,25.6,24.9,24.9,0.301,0.273,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,19,16,9,2022,4
6213,23.6,92.0,22.1,28.0,0.0,1012.0,987.9,52.0,6.0,28.0,100,0.24,4.4,11.1,102.5,119.5,10.1,25.0,25.5,24.9,24.9,0.296,0.274,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,20,16,9,2022,4
6214,24.05,91.0,21.9,27.5,0.0,1012.1,988.15,53.0,3.5,28.0,100,0.25,5.4,6.9,70.0,96.0,7.6,24.3,25.4,24.9,24.9,0.292,0.275,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,21,16,9,2022,4
6215,24.5,91.5,21.7,29.1,0.0,1012.5,988.4,48.0,1.0,29.0,100,0.47,5.050000000000001,3.4,326.0,162.0,6.5,23.8,25.3,24.9,24.9,0.289,0.275,0.239,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,22,16,9,2022,4
6216,24.42222222222222,92.0,21.3,26.7,0.0,1012.4,988.2,67.0,4.0,55.0,100,0.23,4.7,4.2,270.0,239.0,5.0,23.4,25.1,24.9,24.9,0.287,0.275,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,23,16,9,2022,4
6217,24.344444444444445,93.0,21.4,26.5,0.0,1012.0,987.8,98.0,9.0,100.0,100,0.18,4.1,6.8,285.0,270.0,7.2,23.1,25.0,24.9,24.9,0.285,0.276,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,0,17,9,2022,5
6218,24.266666666666666,94.0,21.5,26.6,0.0,1011.8,987.55,84.0,12.5,68.0,100,0.16,4.0,6.5,297.0,276.0,7.6,23.1,24.8,24.9,24.9,0.283,0.276,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,1,17,9,2022,5
6219,24.18888888888889,95.0,21.0,25.8,0.0,1011.5,987.3,71.5,16.0,14.0,100,0.14,3.9,4.9,315.0,287.0,7.2,22.8,24.7,24.9,24.9,0.281,0.276,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,2,17,9,2022,5
6220,24.11111111111111,95.0,20.6,25.0,0.0,1011.6,987.3,59.0,18.0,8.0,100,0.12,4.0,4.2,333.0,301.0,6.8,22.5,24.5,24.9,24.9,0.28,0.276,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,3,17,9,2022,5
6221,24.033333333333335,95.0,20.2,24.2,0.0,1011.7,987.4,46.0,20.0,2.0,91,0.11,5.5,3.6,337.0,315.0,7.2,22.3,24.3,24.9,24.9,0.278,0.276,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,4,17,9,2022,5
6222,23.955555555555556,95.0,20.2,24.3,0.0,1011.9,987.6,49.0,20.0,2.0,98,0.12,4.55,2.0,333.0,315.0,7.2,22.1,24.2,24.9,24.9,0.277,0.275,0.24,0.256,0,0,0,0.0,0,0.0,0,0.0,0.0,5,17,9,2022,5
6223,23.87777777777778,95.0,20.6,25.1,0.0,1012.5,988.2,29.0,15.0,1.0,51,0.14,3.6,1.8,323.0,281.0,6.1,21.9,24.0,24.9,24.9,0.276,0.275,0.24,0.256,9,3,6,32.8,9,64.9,1,0.0,0.0,6,17,9,2022,5
6224,23.8,90.0,22.0,28.4,0.0,1013.0,988.9,26.0,0.0,1.0,83,0.3,3.05,2.6,278.0,236.0,8.3,22.8,23.8,24.8,24.9,0.275,0.275,0.241,0.256,156,98,58,413.5,156,320.9,1,3600.0,0.0,7,17,9,2022,5
6225,25.0,86.0,22.4,29.8,0.0,1013.3,989.3,30.0,0.0,0.0,99,0.46,2.5,2.9,180.0,194.5,11.9,24.6,23.9,24.8,24.9,0.274,0.275,0.241,0.256,407,320,87,671.5,407,645.2,1,3600.0,0.0,8,17,9,2022,5
6226,26.5,79.5,22.8,31.6,0.0,1013.0,989.1,28.0,0.0,0.0,92,0.69,4.6,5.6,162.0,153.0,15.5,26.2,24.0,24.8,24.9,0.272,0.274,0.241,0.256,619,492,127,720.1,619,925.1,1,3600.0,0.0,9,17,9,2022,5
6227,27.533333333333335,73.0,22.5,33.6,0.0,1012.5,988.7,33.0,3.0,0.0,100,1.03,6.7,8.4,164.0,160.0,19.1,27.6,24.3,24.8,24.9,0.268,0.273,0.241,0.256,780,614,166,728.3,780,1141.4,1,3600.0,0.0,10,17,9,2022,5
6228,28.566666666666666,68.0,22.5,35.1,0.03333333333333333,1011.2,987.5,42.0,7.5,7.0,100,1.26,8.8,11.1,171.0,166.66666666666666,22.7,28.8,24.6,24.8,24.9,0.265,0.272,0.241,0.256,922,783,139,828.6,922,1279.5,1,3600.0,0.0,11,17,9,2022,5
6229,29.6,65.0,22.3,35.5,0.06666666666666667,1010.3,986.7,46.0,12.0,8.0,100,1.45,8.7,10.9,175.0,173.33333333333334,22.7,29.5,25.0,24.8,24.9,0.261,0.27,0.241,0.256,907,670,237,682.3,907,1329.7,1,3600.0,0.0,12,17,9,2022,5
6230,29.7,64.0,22.1,34.8,0.1,1009.3,985.7,54.0,19.75,16.0,100,1.5,11.2,14.0,182.0,180.0,26.45,29.9,25.4,24.8,24.9,0.258,0.268,0.24,0.256,855,653,202,686.0,855,1288.9,1,3600.0,0.0,13,17,9,2022,5
